startup_name,domain,funding_amount,equity_offered,founders,stage,country,season,deal_status,investor
AILink_3730,EdTech,67758717,49.34%,3 founders,Series B,UAE,4,Rejected,Barbara
SmartGen_3731,fintech,,12.47%,Unknown,Series B,usa,1,Rejected,
DigitalKart_3732,EdTech,,59.40%,3 founders,Pre-Seed,Canada,,Offer Withdrawn,Lori
QuantumEdge_3733,Food,,28.20%,,,,,Rejected,Barbara
BrightHive_3734,agri,39423053,,,Series B,India,1,Rejected,Kevin
FinMart_3735,edtech,,,,Series C,canada,6,,Vineeta
NextHive_3736,travel,,,2 founders,Bootstrapped,,6,Partially Funded,Kevin
NextHive_3737,,,,3 founders,Series A,India,6,Funded,Kevin
FreshCore_3738,Agri,203969,,2 founders,Bootstrapped,uk,5,Funded,Barbara
GreenLink_3739,health,48616499,,,,india,,Offer Withdrawn,Peyush
MetaSystems_3740,fashion,77310716,14.30%,1 founder,Seed,Canada,2,Funded,Kevin
HealthLink_3741,edtech,,59.06%,,Seed,UAE,3,,Peyush
MetaMart_3742,Fashion,90693679,unknown,,Seed,uae,2,Offer Withdrawn,Mark
NextWorks_3743,Food,,unknown,Unknown,,USA,,Partially Funded,Ashneer
NextEdge_3744,,,,Unknown,Pre-Seed,India,,,Kevin
SmartGen_3745,food,,,1 founder,Angel,UAE,6,Offer Withdrawn,
QuantumLabs_3746,Food,,unknown,,Seed,,1,Rejected,Mark
UrbanWorks_3747,logistics,,,1 founder,Angel,USA,6,Rejected,Vineeta
FreshCore_3748,edtech,,33.88%,,Series A,canada,1,Partially Funded,Namita
DataCore_3749,travel,42664141,unknown,Unknown,Pre-Seed,uae,,Rejected,Namita
HealthGrow_3750,tech,,,1 founder,Series A,USA,7,,
InnoCore_3751,fashion,,unknown,,Series A,UAE,5,Offer Withdrawn,Barbara
FreshLabs_3752,FinTech,58861708,,,Series B,UAE,4,,Namita
DataMart_3753,Tech,,,2 founders,Series B,uae,1,Partially Funded,Anupam
InnoLabs_3754,Logistics,,,4 founders,Series C,UAE,4,Rejected,
DataSpark_3755,logistics,,40.41%,Unknown,Series C,usa,2,No Deal,Aman
CloudKart_3756,Tech,88645219,,,,uae,,,Barbara
HealthBridge_3757,EdTech,,unknown,4 founders,Bootstrapped,India,2,Partially Funded,Mark
UrbanPulse_3758,,,unknown,1 founder,Bootstrapped,UAE,7,No Deal,Mark
DataFoods_3759,health,,,2 founders,Pre-Seed,Canada,5,Offer Withdrawn,Ashneer
HyperWorks_3760,Tech,24011228,unknown,3 founders,Bootstrapped,india,2,No Deal,Peyush
QuantumHub_3761,Food,,unknown,,Pre-Seed,uae,,Rejected,Kevin
SmartBridge_3762,Travel,16224753,,,Bootstrapped,uk,,Partially Funded,Lori
QuantumKart_3763,FinTech,62619362,,4 founders,Pre-Seed,Canada,1,Partially Funded,Vineeta
MetaBridge_3764,tech,,unknown,,Bootstrapped,uae,,No Deal,Namita
BrightBridge_3765,Fashion,56733226,,,Bootstrapped,usa,,Funded,Kevin
InnoNest_3766,agri,,,,,India,4,No Deal,Namita
InnoEdge_3767,Tech,,52.77%,,,canada,1,No Deal,Mark
MetaBox_3768,logistics,,unknown,1 founder,Series B,Canada,7,No Deal,Lori
InnoKart_3769,Agri,,,3 founders,Series C,canada,4,Partially Funded,Barbara
CloudKart_3770,Tech,,unknown,Unknown,Bootstrapped,India,3,Rejected,Peyush
AIPulse_3771,food,,unknown,3 founders,Bootstrapped,india,1,Rejected,Lori
UrbanWorks_3772,Travel,50193213,unknown,3 founders,Bootstrapped,UAE,,Funded,Lori
EduGrow_3773,,66003091,9.67%,,Angel,uk,3,No Deal,Lori
FoodSolutions_3774,Agri,,53.05%,3 founders,Angel,canada,5,Rejected,Ashneer
GreenHive_3775,tech,,unknown,Unknown,,USA,7,Rejected,Peyush
NextMart_3776,fintech,99200937,54.13%,3 founders,,India,2,Funded,Namita
AIWorks_3777,Fashion,,,,Bootstrapped,UAE,5,Offer Withdrawn,Barbara
InnoKart_3778,FinTech,42748319,,,Bootstrapped,USA,5,No Deal,Vineeta
InnoSystems_3779,AI,19158619,,,,Canada,6,,Namita
CloudLabs_3780,,,,2 founders,Series C,India,2,No Deal,Kevin
CloudSolutions_3781,health,,,3 founders,Pre-Seed,canada,7,Partially Funded,Vineeta
EduPulse_3782,fashion,,,2 founders,Series A,UAE,2,Rejected,
FinGen_3783,ecommerce,81555587,,3 founders,Pre-Seed,,2,,Vineeta
EduEdge_3784,Health,,21.53%,3 founders,Angel,canada,5,Rejected,Anupam
DataKart_3785,EdTech,,,1 founder,Series B,Canada,4,Partially Funded,Vineeta
GreenSystems_3786,Travel,,9.60%,1 founder,,India,1,,Kevin
CloudBridge_3787,agri,,unknown,,Pre-Seed,UAE,7,Rejected,Ashneer
FinSolutions_3788,ai,,,2 founders,Pre-Seed,canada,3,,Ashneer
InnoBridge_3789,Agri,63763962,,4 founders,Series C,uk,,,
HyperEdge_3790,fashion,,30.41%,,Bootstrapped,canada,1,Funded,
AIWorks_3791,tech,46158706,,4 founders,Angel,india,1,No Deal,Anupam
HyperCore_3792,ai,45656705,,4 founders,Bootstrapped,India,3,Rejected,Aman
DataNest_3793,logistics,,16.27%,,Series C,usa,2,Offer Withdrawn,
NextCore_3794,ecommerce,89494710,,Unknown,Series C,uae,3,Funded,
HyperGen_3795,Logistics,,13.44%,Unknown,,USA,,Offer Withdrawn,Barbara
DataLink_3796,health,,unknown,Unknown,Seed,india,4,Funded,Aman
MetaHub_3797,health,,32.44%,,Bootstrapped,,1,,Namita
UrbanEdge_3798,Fashion,,41.39%,1 founder,Seed,canada,4,Offer Withdrawn,Anupam
GreenMart_3799,Logistics,,43.72%,2 founders,Seed,Canada,5,Funded,Lori
FoodWave_3800,tech,,unknown,3 founders,Angel,Canada,4,No Deal,Lori
DataBox_3801,fashion,,unknown,2 founders,Pre-Seed,India,5,Offer Withdrawn,Vineeta
DigitalWorks_3802,Health,,,,Bootstrapped,uae,2,Rejected,Ashneer
CloudMart_3803,Travel,,unknown,Unknown,Angel,uk,7,Offer Withdrawn,Vineeta
SmartWave_3804,food,32372287,unknown,4 founders,Series B,India,1,Partially Funded,Barbara
GreenWorks_3805,edtech,,unknown,2 founders,,Canada,1,Partially Funded,Peyush
InnoPulse_3806,tech,99202099,,2 founders,Angel,Canada,6,Partially Funded,Aman
AIPulse_3807,Agri,,unknown,Unknown,Seed,USA,,Offer Withdrawn,Aman
FreshSolutions_3808,ai,,,,,,7,Offer Withdrawn,Barbara
GreenWave_3809,Agri,,37.29%,,Pre-Seed,,2,Rejected,
FoodMart_3810,travel,,,2 founders,Angel,usa,,Funded,Peyush
DigitalLink_3811,Agri,,,,,UAE,3,Offer Withdrawn,Vineeta
EduGen_3812,food,,unknown,1 founder,,,2,Rejected,Kevin
HealthLabs_3813,travel,,,4 founders,Angel,USA,3,Funded,Barbara
InnoLabs_3814,health,,2.16%,3 founders,Series A,usa,6,Funded,Barbara
AgriSolutions_3815,,,30.45%,4 founders,Seed,India,7,,
DigitalFoods_3816,EdTech,,48.26%,2 founders,Bootstrapped,India,7,,Kevin
FoodBridge_3817,AI,,,,Series B,India,2,No Deal,Kevin
FreshWorks_3818,travel,,,,Series C,USA,,Offer Withdrawn,
AIGrow_3819,fashion,,,,Series B,canada,5,Offer Withdrawn,Barbara
NextCore_3820,EdTech,,unknown,2 founders,Pre-Seed,india,4,Partially Funded,Ashneer
MetaPulse_3821,Food,,6.69%,3 founders,,uae,4,Partially Funded,Barbara
GreenHub_3822,ecommerce,,,3 founders,Series B,usa,,Funded,Namita
AgriHub_3823,EdTech,,,,Seed,USA,,Partially Funded,Lori
EduWave_3824,Agri,,17.16%,2 founders,,India,7,Funded,Barbara
EduSpark_3825,E‑commerce,,7.41%,4 founders,,UAE,,Offer Withdrawn,Peyush
FinCore_3826,health,,51.34%,1 founder,Series B,UAE,,No Deal,Mark
DataLink_3827,tech,80539578,unknown,4 founders,Series A,usa,1,,Namita
EduFoods_3828,logistics,,unknown,Unknown,Seed,india,,Funded,Ashneer
HealthLink_3829,agri,,29.86%,1 founder,Bootstrapped,India,2,,Vineeta
AISystems_3830,fintech,43784870,56.29%,4 founders,Bootstrapped,usa,3,Funded,
TechHive_3831,Logistics,,unknown,4 founders,Series A,uae,7,Offer Withdrawn,Peyush
DigitalKart_3832,health,,44.96%,3 founders,Series B,uk,2,,Kevin
DigitalNest_3833,fintech,,,1 founder,Series A,India,1,Rejected,Anupam
DigitalPulse_3834,Fashion,,9.55%,,Pre-Seed,india,,Partially Funded,Vineeta
UrbanGrow_3835,fintech,,unknown,Unknown,Seed,UAE,6,,Vineeta
DataKart_3836,logistics,,unknown,Unknown,Series A,uae,3,Offer Withdrawn,Peyush
FinLabs_3837,ai,,,,Series B,uae,2,Funded,Vineeta
DataSpark_3838,Fashion,,unknown,4 founders,Angel,canada,,Partially Funded,Mark
InnoGen_3839,ecommerce,,20.75%,1 founder,,canada,7,Rejected,Peyush
CloudNest_3840,Food,,,3 founders,Series A,,3,No Deal,Kevin
UrbanLabs_3841,Agri,,,1 founder,Bootstrapped,uk,,Rejected,Peyush
FreshMart_3842,health,,unknown,,Pre-Seed,,,No Deal,Lori
HyperNest_3843,food,,,3 founders,Series B,UAE,7,Funded,Namita
FreshFoods_3844,EdTech,,34.00%,4 founders,Angel,usa,5,Offer Withdrawn,Peyush
SmartGrow_3845,logistics,,unknown,Unknown,Angel,USA,3,Rejected,Lori
UrbanNest_3846,logistics,,,,,USA,6,Rejected,
FoodWorks_3847,travel,,,,Series B,usa,6,Partially Funded,Anupam
UrbanHub_3848,logistics,95298814,,1 founder,Series B,UAE,6,Partially Funded,Anupam
SmartHub_3849,Health,,unknown,2 founders,Bootstrapped,UAE,3,Rejected,
HealthPulse_3850,ecommerce,16897209,,Unknown,Series A,india,2,Funded,Barbara
AgriWave_3851,Logistics,,35.71%,2 founders,Series C,usa,2,Partially Funded,Aman
FreshCore_3852,travel,77933494,unknown,1 founder,Series A,India,7,Rejected,Peyush
DataHub_3853,Health,4697671,50.67%,2 founders,Angel,usa,4,Partially Funded,Anupam
InnoFoods_3854,EdTech,,53.85%,3 founders,Pre-Seed,India,,Offer Withdrawn,Namita
SmartMart_3855,logistics,,unknown,1 founder,,uae,3,Rejected,Lori
DataFoods_3856,AI,,,3 founders,Bootstrapped,uk,7,,Lori
HealthGrow_3857,AI,90077654,,Unknown,Series B,usa,,Funded,Vineeta
FinLink_3858,Fashion,,19.63%,,Series A,india,2,Funded,Aman
DataPulse_3859,fintech,,,2 founders,Series B,india,1,,Lori
TechPulse_3860,ecommerce,84941834,unknown,Unknown,Series A,,1,No Deal,Aman
GreenNest_3861,ai,82179128,unknown,1 founder,Series B,uk,3,Partially Funded,
TechBridge_3862,food,4569938,unknown,2 founders,Seed,canada,6,Funded,Namita
TechBox_3863,agri,92945577,unknown,3 founders,Pre-Seed,,6,Rejected,Vineeta
HyperLink_3864,EdTech,95710025,51.25%,2 founders,Series A,india,5,,
UrbanHive_3865,fashion,,unknown,4 founders,Series B,India,,Funded,Lori
FinHive_3866,Health,,unknown,2 founders,Seed,USA,6,,Mark
FinSolutions_3867,logistics,,58.30%,,Seed,uk,4,Rejected,Anupam
UrbanLabs_3868,ecommerce,,48.12%,,Seed,India,4,,Vineeta
TechBox_3869,fintech,,unknown,2 founders,Series A,Canada,6,Partially Funded,Peyush
CloudHive_3870,logistics,85528317,unknown,3 founders,Bootstrapped,,6,No Deal,Mark
AIMart_3871,FinTech,8704271,,4 founders,Bootstrapped,india,6,,Aman
DigitalFoods_3872,agri,,unknown,Unknown,Series C,,1,Funded,Kevin
HealthGen_3873,food,,,,Seed,uae,,Partially Funded,
DataLink_3874,logistics,62003317,17.69%,3 founders,Bootstrapped,India,,,Lori
GreenFoods_3875,,,,,Seed,USA,,Offer Withdrawn,Barbara
AgriBridge_3876,food,,0.68%,Unknown,Angel,UAE,3,No Deal,
InnoBridge_3877,food,,unknown,1 founder,Series B,USA,7,,Mark
BrightWave_3878,Logistics,,,Unknown,,canada,2,,Lori
EduSystems_3879,FinTech,,unknown,4 founders,Pre-Seed,UAE,3,Funded,Barbara
HealthSystems_3880,travel,,,2 founders,,Canada,,,Aman
InnoWorks_3881,Agri,,,3 founders,,,7,,Ashneer
UrbanWave_3882,FinTech,46089443,32.77%,3 founders,Series C,india,3,Funded,Mark
UrbanNest_3883,edtech,3137797,,3 founders,Seed,India,3,Funded,Ashneer
EduCore_3884,health,,43.33%,4 founders,Angel,usa,2,,Aman
QuantumMart_3885,fintech,,54.04%,,Seed,india,,Offer Withdrawn,Mark
NextLink_3886,EdTech,72632916,unknown,,Bootstrapped,India,3,Funded,Kevin
GreenPulse_3887,tech,,,,Series A,uae,,Partially Funded,Vineeta
InnoFoods_3888,Food,59584869,,2 founders,Series C,Canada,1,No Deal,Peyush
FreshSystems_3889,Food,,30.34%,2 founders,Seed,india,2,Rejected,Kevin
InnoPulse_3890,Fashion,17479044,17.04%,3 founders,Angel,uk,6,Partially Funded,Ashneer
EduSolutions_3891,health,69805354,15.83%,1 founder,Pre-Seed,,6,No Deal,
TechKart_3892,agri,,,3 founders,,India,,Funded,Peyush
HealthSolutions_3893,AI,,28.81%,,,india,4,Offer Withdrawn,Namita
AISpark_3894,EdTech,64347105,11.67%,3 founders,Pre-Seed,usa,2,Rejected,Peyush
GreenSolutions_3895,E‑commerce,,56.30%,,Bootstrapped,uk,4,Partially Funded,Ashneer
FoodFoods_3896,fashion,,,4 founders,Bootstrapped,india,6,Rejected,Namita
GreenLabs_3897,Agri,,unknown,,Series B,usa,,Funded,
BrightCore_3898,Health,91973230,39.76%,Unknown,Bootstrapped,India,7,Partially Funded,
AgriWorks_3899,health,,unknown,3 founders,Series B,uk,2,Funded,Kevin
HyperBox_3900,travel,,unknown,2 founders,Angel,,1,,Lori
GreenLabs_3901,logistics,46653750,17.97%,3 founders,,USA,4,No Deal,
InnoNest_3902,AI,,unknown,4 founders,Bootstrapped,UAE,7,No Deal,
UrbanGrow_3903,Agri,,27.20%,,Angel,Canada,4,Partially Funded,Namita
FinCore_3904,Food,,,,Series C,uk,7,Rejected,Lori
DigitalNest_3905,Agri,,,1 founder,Series C,uk,3,No Deal,
FoodBridge_3906,Logistics,,unknown,,Pre-Seed,,1,Offer Withdrawn,Aman
DataFoods_3907,Logistics,,,,Series C,USA,6,No Deal,Kevin
FoodMart_3908,Health,,,4 founders,Angel,india,6,Partially Funded,Aman
AgriSpark_3909,EdTech,76225807,unknown,2 founders,Bootstrapped,India,5,Offer Withdrawn,Mark
HyperHive_3910,Agri,,,Unknown,Series A,uae,,Funded,Mark
BrightLink_3911,,,,2 founders,Seed,canada,,Partially Funded,Mark
MetaKart_3912,edtech,37995745,unknown,,Pre-Seed,canada,1,Offer Withdrawn,
FreshBox_3913,Fashion,,,2 founders,Series A,uae,,Partially Funded,Barbara
AgriBridge_3914,EdTech,,,1 founder,Bootstrapped,india,4,No Deal,Aman
TechBox_3915,,,unknown,Unknown,,USA,,Rejected,Aman
FreshMart_3916,E‑commerce,,unknown,2 founders,Series C,uae,6,Partially Funded,Lori
BrightPulse_3917,ecommerce,91376844,,,,usa,1,No Deal,
HealthCore_3918,tech,67150647,24.79%,1 founder,,India,3,No Deal,Aman
EduSystems_3919,logistics,,,4 founders,,Canada,5,Partially Funded,Barbara
DataHive_3920,travel,,,,,uae,,Partially Funded,Namita
GreenBox_3921,AI,,unknown,2 founders,Series B,usa,3,Partially Funded,Mark
AgriNest_3922,FinTech,,,Unknown,Bootstrapped,UAE,7,,Aman
HyperWorks_3923,logistics,,,,Seed,UAE,4,,Kevin
AIWorks_3924,Health,,,2 founders,,uae,2,Funded,Peyush
EduPulse_3925,Travel,13280337,unknown,3 founders,Seed,,6,,Vineeta
AIMart_3926,fintech,29349375,9.92%,2 founders,Series C,Canada,1,No Deal,Anupam
SmartSpark_3927,Agri,,1.62%,1 founder,Pre-Seed,usa,3,No Deal,Kevin
InnoSpark_3928,Fashion,,43.42%,3 founders,Pre-Seed,india,,No Deal,Peyush
NextFoods_3929,Fashion,78851002,unknown,,Bootstrapped,Canada,1,Rejected,Anupam
CloudSpark_3930,fintech,,22.93%,,Series B,uk,1,No Deal,Aman
HealthHub_3931,FinTech,,,,Pre-Seed,USA,6,Rejected,Aman
FoodNest_3932,EdTech,65461005,unknown,2 founders,,uae,,Funded,Kevin
FoodBox_3933,Food,,,4 founders,Series A,USA,3,Rejected,Barbara
DataKart_3934,AI,62031795,,Unknown,Series A,india,4,Funded,Anupam
BrightFoods_3935,health,14838689,,1 founder,Series B,uk,4,,Vineeta
DataBox_3936,Fashion,,21.90%,2 founders,,canada,6,,Lori
HealthFoods_3937,Food,,23.77%,2 founders,Angel,india,,Offer Withdrawn,Ashneer
HealthMart_3938,Fashion,,,,,usa,,Funded,Barbara
QuantumSpark_3939,logistics,83214518,unknown,,Series C,usa,6,Rejected,Barbara
DataLabs_3940,AI,,,1 founder,Series A,uae,6,Offer Withdrawn,Anupam
HyperNest_3941,fashion,,20.64%,3 founders,Angel,,4,,Anupam
NextHub_3942,ecommerce,,,Unknown,Angel,india,,Funded,Namita
HealthBridge_3943,,,,,Series A,UAE,2,Rejected,
InnoSolutions_3944,food,55748086,,,Series B,Canada,6,Rejected,Aman
GreenHub_3945,tech,14699414,24.03%,,Seed,USA,7,Funded,Aman
NextGrow_3946,health,,,2 founders,Series C,India,,Funded,Ashneer
NextBridge_3947,,11212113,17.77%,,Angel,canada,,Partially Funded,Lori
UrbanBox_3948,FinTech,,unknown,,,,,Rejected,Peyush
SmartGrow_3949,ai,,48.37%,2 founders,Series A,USA,2,Partially Funded,Peyush
BrightSpark_3950,logistics,,,1 founder,Series C,india,2,Funded,Anupam
HyperWave_3951,Fashion,,,Unknown,Bootstrapped,,7,No Deal,Namita
EduSystems_3952,ai,,,,,uae,7,Offer Withdrawn,Kevin
NextWave_3953,Food,,unknown,3 founders,Seed,canada,2,Offer Withdrawn,Kevin
TechSystems_3954,AI,,34.46%,1 founder,Series A,usa,,No Deal,Aman
BrightPulse_3955,edtech,,,1 founder,Series C,uae,5,Funded,Namita
TechEdge_3956,Logistics,,20.32%,3 founders,Seed,uk,3,Offer Withdrawn,Anupam
AgriHive_3957,AI,,17.45%,1 founder,Series B,uae,2,No Deal,
UrbanHub_3958,,,unknown,,Bootstrapped,uk,5,Rejected,Peyush
HealthCore_3959,Food,,unknown,,Seed,india,5,Rejected,Mark
DigitalCore_3960,Logistics,,unknown,3 founders,Series C,canada,6,No Deal,Mark
NextEdge_3961,travel,,unknown,,Bootstrapped,uae,,Offer Withdrawn,Barbara
MetaNest_3962,Fashion,,unknown,2 founders,Series A,uk,4,,Barbara
CloudFoods_3963,ecommerce,,53.94%,4 founders,Bootstrapped,,7,,Peyush
HyperFoods_3964,ai,,,2 founders,,USA,,Partially Funded,Kevin
FinLink_3965,E‑commerce,,58.45%,Unknown,Series B,uk,1,Funded,Barbara
FinEdge_3966,EdTech,,,4 founders,Bootstrapped,Canada,6,Funded,
QuantumWave_3967,health,56577866,,Unknown,Bootstrapped,USA,3,Partially Funded,Anupam
FoodCore_3968,E‑commerce,,unknown,,Series C,india,,,
TechMart_3969,E‑commerce,,,Unknown,Bootstrapped,Canada,7,Rejected,Mark
BrightCore_3970,EdTech,,54.11%,4 founders,Series B,usa,7,,Peyush
FoodLink_3971,travel,26514534,,,Series B,India,5,Funded,Barbara
HyperCore_3972,Agri,,,,Pre-Seed,,7,,Lori
AgriWorks_3973,agri,,unknown,3 founders,,usa,2,Rejected,
InnoWorks_3974,,,41.69%,4 founders,Bootstrapped,usa,6,Offer Withdrawn,Ashneer
FoodLabs_3975,ecommerce,,18.56%,2 founders,,usa,2,Offer Withdrawn,Lori
FinKart_3976,EdTech,,unknown,Unknown,Series B,usa,,Offer Withdrawn,Mark
GreenHub_3977,FinTech,39036826,,2 founders,Bootstrapped,uk,3,Offer Withdrawn,Ashneer
MetaKart_3978,,,unknown,,Bootstrapped,India,6,,
EduFoods_3979,FinTech,,20.08%,,Angel,usa,1,Partially Funded,Aman
MetaLink_3980,health,,,4 founders,Series B,uae,3,No Deal,Kevin
SmartSystems_3981,Tech,,,3 founders,Series C,USA,4,,
QuantumHive_3982,logistics,,,,Pre-Seed,India,,,Anupam
HealthWave_3983,tech,,,1 founder,Series C,UAE,6,Partially Funded,Anupam
EduNest_3984,ai,,,1 founder,Series B,UAE,4,Offer Withdrawn,
FinLink_3985,logistics,,,2 founders,Series A,usa,2,Rejected,
HealthSystems_3986,fashion,54264033,unknown,2 founders,Seed,,2,No Deal,Anupam
FreshEdge_3987,tech,,18.02%,,Seed,USA,1,No Deal,Kevin
EduHive_3988,Agri,,12.57%,2 founders,Pre-Seed,uk,2,No Deal,Namita
NextHub_3989,E‑commerce,98845729,23.50%,,Bootstrapped,uk,4,Partially Funded,Aman
NextPulse_3990,health,,,3 founders,Series A,usa,6,,
CloudLabs_3991,AI,,,,Angel,India,,Funded,Peyush
CloudGen_3992,food,,,4 founders,Pre-Seed,UAE,3,No Deal,Ashneer
CloudEdge_3993,health,,,3 founders,Angel,uae,5,Funded,Vineeta
TechSolutions_3994,ecommerce,,,4 founders,Bootstrapped,india,6,Offer Withdrawn,Anupam
FoodGrow_3995,Logistics,,25.95%,Unknown,Series C,Canada,4,Funded,Mark
EduMart_3996,Agri,,unknown,1 founder,Angel,India,2,Partially Funded,Barbara
CloudPulse_3997,ai,,,,Angel,UAE,5,Offer Withdrawn,Barbara
HyperKart_3998,health,,unknown,1 founder,Series C,USA,,Partially Funded,
EduGrow_3999,Agri,,,,Bootstrapped,Canada,7,Offer Withdrawn,Namita
QuantumLink_4000,AI,5472749,22.12%,,Seed,USA,,Rejected,Aman
CloudHive_4001,health,,,3 founders,Seed,india,7,Funded,Ashneer
MetaSystems_4002,tech,,,,Series A,canada,,Partially Funded,
MetaEdge_4003,Health,,1.52%,3 founders,Series C,USA,5,,Lori
EduSolutions_4004,EdTech,,,,,uae,7,Offer Withdrawn,Kevin
EduCore_4005,food,,,,,UAE,,Offer Withdrawn,Lori
GreenCore_4006,Fashion,,unknown,2 founders,,canada,2,Partially Funded,Aman
DigitalFoods_4007,fintech,10869196,54.72%,Unknown,Series A,India,6,,Namita
FoodHive_4008,food,,unknown,3 founders,Pre-Seed,India,4,Funded,Mark
InnoBox_4009,ai,,,1 founder,Bootstrapped,india,3,Funded,Aman
EduSystems_4010,Fashion,4618569,23.75%,1 founder,Seed,Canada,2,Offer Withdrawn,Namita
FreshGrow_4011,,,,2 founders,Pre-Seed,USA,,Rejected,Anupam
HyperBox_4012,fintech,1663836,unknown,1 founder,Angel,Canada,4,Rejected,Barbara
QuantumSolutions_4013,,,,,Series A,canada,4,No Deal,Namita
GreenWorks_4014,Travel,,,1 founder,Pre-Seed,usa,,No Deal,
EduLink_4015,fashion,,,4 founders,Series B,canada,5,Offer Withdrawn,Anupam
EduHub_4016,FinTech,,,3 founders,Series C,India,,No Deal,Barbara
InnoLink_4017,E‑commerce,,,,Pre-Seed,India,1,No Deal,Mark
CloudGen_4018,edtech,,unknown,4 founders,,UAE,2,No Deal,Aman
UrbanBox_4019,agri,,,4 founders,Angel,uae,1,,Kevin
MetaCore_4020,edtech,,,2 founders,Series C,Canada,6,,Lori
BrightHub_4021,E‑commerce,,48.71%,4 founders,Series A,India,,Partially Funded,Anupam
DigitalWave_4022,Agri,,,1 founder,,uk,4,,Peyush
FoodHive_4023,EdTech,,17.62%,1 founder,Series A,uae,6,Rejected,Peyush
UrbanGrow_4024,fintech,,26.71%,2 founders,Bootstrapped,,1,Funded,Aman
HyperSystems_4025,Food,,,,Seed,usa,6,Rejected,Anupam
HyperMart_4026,travel,74228809,unknown,Unknown,,usa,4,Partially Funded,Vineeta
CloudNest_4027,Logistics,,unknown,,Series A,USA,2,Funded,Kevin
CloudGrow_4028,travel,,unknown,4 founders,Series B,india,6,No Deal,Barbara
FreshCore_4029,Tech,,unknown,2 founders,Seed,India,5,Funded,Mark
AIWave_4030,Food,,,1 founder,Angel,uae,5,Funded,Barbara
AIEdge_4031,Logistics,,22.03%,,Series C,UAE,2,Partially Funded,
EduPulse_4032,ecommerce,,,3 founders,,usa,6,No Deal,Peyush
EduEdge_4033,logistics,,3.45%,2 founders,Series C,,6,Partially Funded,Barbara
EduWorks_4034,logistics,,39.27%,,Angel,uae,2,Funded,Aman
BrightLink_4035,Logistics,22648593,,1 founder,Series C,india,2,,
CloudMart_4036,travel,,56.21%,,Angel,uae,6,Partially Funded,Vineeta
NextBridge_4037,,16821547,unknown,,Series B,,,Offer Withdrawn,Aman
EduCore_4038,fashion,,unknown,,Series B,usa,7,Partially Funded,
AgriGen_4039,ecommerce,12106620,,4 founders,Series B,usa,5,No Deal,Namita
AgriFoods_4040,AI,52202175,unknown,1 founder,Pre-Seed,canada,5,,Kevin
InnoLink_4041,fintech,,26.01%,1 founder,Series A,india,4,,
BrightLink_4042,fintech,,,Unknown,,UAE,5,Offer Withdrawn,Barbara
AgriWave_4043,ai,,unknown,3 founders,Series B,,1,Rejected,Lori
DataKart_4044,edtech,,,4 founders,Series C,canada,,Funded,Aman
HyperMart_4045,Health,,,,Bootstrapped,india,3,Funded,Kevin
TechPulse_4046,health,,unknown,Unknown,Series A,,5,,Vineeta
SmartFoods_4047,logistics,19732898,,1 founder,,USA,1,Funded,Ashneer
NextSystems_4048,fintech,13961820,37.56%,,Seed,uk,5,Partially Funded,Barbara
UrbanMart_4049,tech,,35.09%,,Seed,,6,Rejected,Vineeta
InnoFoods_4050,Agri,23653311,,,Pre-Seed,UAE,,Offer Withdrawn,Anupam
DataWave_4051,Travel,,,Unknown,Pre-Seed,canada,6,Offer Withdrawn,Ashneer
AgriEdge_4052,Travel,95372006,unknown,3 founders,Pre-Seed,usa,6,No Deal,Ashneer
NextPulse_4053,Fashion,,,Unknown,Angel,india,5,,Mark
DataCore_4054,,32741884,unknown,2 founders,Bootstrapped,India,3,No Deal,Ashneer
NextGrow_4055,health,61805512,26.64%,,,canada,2,Partially Funded,Lori
CloudBridge_4056,Agri,,,,,India,2,Offer Withdrawn,Aman
TechFoods_4057,Tech,,33.89%,,Seed,Canada,2,,
DigitalNest_4058,E‑commerce,,,3 founders,Series B,UAE,3,Funded,Peyush
FoodHub_4059,FinTech,,,,Seed,USA,4,Offer Withdrawn,Peyush
HyperWorks_4060,Agri,75553321,unknown,Unknown,Series A,uk,7,,Aman
DigitalHive_4061,food,,unknown,4 founders,Series A,India,5,Partially Funded,Lori
FoodEdge_4062,Tech,,,4 founders,Series A,Canada,5,Funded,Aman
NextHive_4063,FinTech,,20.71%,1 founder,,usa,1,No Deal,Barbara
SmartLabs_4064,AI,59397948,,3 founders,Series B,usa,,Rejected,Namita
EduGrow_4065,edtech,19529775,,,Series C,India,4,No Deal,Mark
DataHive_4066,edtech,,unknown,3 founders,,USA,6,Funded,
AgriHub_4067,fashion,,43.58%,4 founders,Bootstrapped,usa,1,Offer Withdrawn,Anupam
TechGen_4068,E‑commerce,,,3 founders,Angel,usa,3,Rejected,
BrightWorks_4069,travel,,,,,usa,6,Rejected,Lori
NextLabs_4070,ecommerce,15843562,,,Seed,UAE,1,Offer Withdrawn,Peyush
MetaCore_4071,Travel,,unknown,,Seed,canada,,Offer Withdrawn,Barbara
NextEdge_4072,,,57.86%,4 founders,Series A,Canada,5,Offer Withdrawn,Lori
HealthFoods_4073,Logistics,7869333,,Unknown,,india,4,Offer Withdrawn,Barbara
UrbanBridge_4074,logistics,3108306,44.48%,,Bootstrapped,UAE,2,No Deal,
HealthSystems_4075,Food,39063569,unknown,Unknown,Angel,,3,Funded,Kevin
SmartFoods_4076,Fashion,10122264,,4 founders,Series C,India,1,Partially Funded,Lori
